#
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
# Anyone using the information in this document and associated material
# (S6/VSR2/VSR3 noise spectra, inspiral ranges, observation times) in a publication
# or talk must acknowledge the US National Science Foundation, the LIGO
# Scientific Collaboration, and the Virgo Collaboration.
#
# Please direct all questions to the corresponding author (Stephen Privitera,
# stephen.privitera@ligo.org).  Please inform the corresponding author
# and the LSC and Virgo spokespeople (LSC-Spokesperson@ligo.org and 
# Jean-Yves.Vinet@oca.eu, respectively) if you intend to use
# this information in a publication.
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
#
# This document contains the frequency series power spectral density
# for H1 during the 2048 segment in S6 beginning at GPS time 957474700.
# This spectrum corresponds to a time when the H1 detector operated near
# its mode 1.4-1.4 solar mass inspiral horizon.  The first column is the
# frequency in Hz and the second column is the power spectral density
# in strain/Hz.
#
# The PSD given here is computed using version 2 LIGO calibration.  The
#  strain calibration for LIGO is valid above 30 Hz and for Virgo above 10Hz.
# We impose a low frequency cut-off at 40Hz and make no attempt to estimate
# the PSD below these cutoffs.  We also impose a high-frequency cutoff at
# 6000 Hz, above which we make no attempt to estimate the PSD.
#
#
4.000000e+01	9.320083e-42
4.025000e+01	7.642005e-42
4.050000e+01	6.537975e-42
4.075000e+01	4.955521e-42
4.100000e+01	3.752405e-42
4.125000e+01	3.196508e-42
4.150000e+01	2.781649e-42
4.175000e+01	2.178790e-42
4.200000e+01	2.229938e-42
4.225000e+01	1.840511e-42
4.250000e+01	1.396145e-42
4.275000e+01	1.396255e-42
4.300000e+01	1.261576e-42
4.325000e+01	9.563538e-43
4.350000e+01	9.326571e-43
4.375000e+01	9.913366e-43
4.400000e+01	9.364609e-43
4.425000e+01	8.124396e-43
4.450000e+01	8.537284e-43
4.475000e+01	1.029285e-42
4.500000e+01	7.759345e-43
4.525000e+01	5.968469e-43
4.550000e+01	6.341491e-43
4.575000e+01	5.512185e-43
4.600000e+01	4.054056e-43
4.625000e+01	3.314125e-43
4.650000e+01	2.848286e-43
4.675000e+01	2.538707e-43
4.700000e+01	2.179539e-43
4.725000e+01	2.036785e-43
4.750000e+01	1.928592e-43
4.775000e+01	1.647098e-43
4.800000e+01	1.552593e-43
4.825000e+01	1.428612e-43
4.850000e+01	1.190571e-43
4.875000e+01	1.257010e-43
4.900000e+01	1.714625e-43
4.925000e+01	5.355794e-43
4.950000e+01	4.893124e-43
4.975000e+01	1.510925e-43
5.000000e+01	9.099195e-44
5.025000e+01	9.125517e-44
5.050000e+01	8.665656e-44
5.075000e+01	8.279125e-44
5.100000e+01	1.062181e-43
5.125000e+01	1.913476e-43
5.150000e+01	3.264969e-43
5.175000e+01	4.391598e-43
5.200000e+01	4.137331e-43
5.225000e+01	3.237878e-43
5.250000e+01	2.283215e-43
5.275000e+01	1.434991e-43
5.300000e+01	8.682985e-44
5.325000e+01	6.690935e-44
5.350000e+01	5.745926e-44
5.375000e+01	5.864371e-44
5.400000e+01	6.190738e-44
5.425000e+01	4.690692e-44
5.450000e+01	4.172332e-44
5.475000e+01	5.148782e-44
5.500000e+01	5.851378e-44
5.525000e+01	5.355002e-44
5.550000e+01	6.160920e-44
5.575000e+01	1.319204e-43
5.600000e+01	8.803834e-44
5.625000e+01	9.453939e-44
5.650000e+01	4.486832e-44
5.675000e+01	2.944059e-44
5.700000e+01	2.669074e-44
5.725000e+01	2.386132e-44
5.750000e+01	2.376730e-44
5.775000e+01	2.375431e-44
5.800000e+01	2.308683e-44
5.825000e+01	2.321887e-44
5.850000e+01	2.265272e-44
5.875000e+01	3.238577e-44
5.900000e+01	4.143934e-44
5.925000e+01	5.414677e-44
5.950000e+01	3.662876e-44
5.975000e+01	2.099402e-41
6.000000e+01	7.833217e-41
6.025000e+01	1.837336e-41
6.050000e+01	1.387814e-44
6.075000e+01	1.756057e-44
6.100000e+01	1.790731e-44
6.125000e+01	1.190918e-44
6.150000e+01	1.069112e-44
6.175000e+01	1.026432e-44
6.200000e+01	1.094476e-44
6.225000e+01	1.065384e-44
6.250000e+01	9.646787e-45
6.275000e+01	9.592856e-45
6.300000e+01	9.892740e-45
6.325000e+01	9.594128e-45
6.350000e+01	1.044503e-44
6.375000e+01	9.417617e-45
6.400000e+01	9.575063e-45
6.425000e+01	8.971808e-45
6.450000e+01	9.196646e-45
6.475000e+01	8.321223e-45
6.500000e+01	7.650542e-45
6.525000e+01	7.503600e-45
6.550000e+01	7.554666e-45
6.575000e+01	7.601276e-45
6.600000e+01	7.700110e-45
6.625000e+01	7.657381e-45
6.650000e+01	7.577869e-45
6.675000e+01	6.734788e-45
6.700000e+01	6.735455e-45
6.725000e+01	6.718904e-45
6.750000e+01	6.548034e-45
6.775000e+01	6.102432e-45
6.800000e+01	7.066825e-45
6.825000e+01	6.700344e-45
6.850000e+01	5.948619e-45
6.875000e+01	5.206262e-45
6.900000e+01	5.862076e-45
6.925000e+01	5.465662e-45
6.950000e+01	5.521022e-45
6.975000e+01	5.045813e-45
7.000000e+01	5.500354e-45
7.025000e+01	6.188974e-45
7.050000e+01	6.397532e-45
7.075000e+01	5.044074e-45
7.100000e+01	4.809199e-45
7.125000e+01	4.881697e-45
7.150000e+01	4.954748e-45
7.175000e+01	4.464633e-45
7.200000e+01	3.992603e-45
7.225000e+01	4.438312e-45
7.250000e+01	5.163495e-45
7.275000e+01	6.433635e-45
7.300000e+01	5.717427e-45
7.325000e+01	5.472212e-45
7.350000e+01	4.726135e-45
7.375000e+01	4.484542e-45
7.400000e+01	4.121965e-45
7.425000e+01	3.833647e-45
7.450000e+01	4.445414e-45
7.475000e+01	4.681968e-45
7.500000e+01	3.788411e-45
7.525000e+01	3.125258e-45
7.550000e+01	3.324836e-45
7.575000e+01	3.417257e-45
7.600000e+01	3.640603e-45
7.625000e+01	3.731629e-45
7.650000e+01	3.343422e-45
7.675000e+01	3.203138e-45
7.700000e+01	3.334857e-45
7.725000e+01	3.523999e-45
7.750000e+01	3.500591e-45
7.775000e+01	3.182237e-45
7.800000e+01	3.097250e-45
